"taxon","clade","node","preceding.node","mass.node","mass.preceding.node","mass.change","edge.length","mass.by.edge"
"Sorex arcticus|Sorex coronatus|Sorex araneus|Sorex granarius","Sorex",6099,6098,8.50619492515129,8.42982572978587,-0.0763691953654178,3.4,0.0224615280486523
"Molossops mattogrossensis","Molossops mattogrossensis",2503,5624,6.8,6.35,-0.449999999999999,19.8,0.0227272727272727
"Molossops temminckii","Molossops temminckii",2504,5624,5.9,6.35,0.45,19.8,0.0227272727272727
"Thomasomys baeops","Thomasomys baeops",279,3381,77,76.8333333333333,-0.166666666666657,7.3,0.0228310502283092
"Caluromys derbianus|Caluromys philander|Caluromys lanatus|Caluromysiops irrupta|Glironia venusta","Caluromyinae",6415,6414,201.463071487507,201.142911665095,-0.320159822412023,13.5,0.0237155424008906
"Cryptotis squamipes","Cryptotis squamipes",2890,6128,11,11.15,0.149999999999999,6.2,0.0241935483870965
"Cryptotis montivaga","Cryptotis montivaga",2891,6128,11.3,11.15,-0.150000000000002,6.2,0.0241935483870971
"Phyllostomus discolor|Phyllostomus elongatus|Phyllostomus hastatus","Phyllostomus",5903,5902,53.9337209302326,53.8506128176247,-0.0831081126078459,3.4,0.0244435625317194
"Onychomys leucogaster","Onychomys leucogaster",605,3648,27.9,27.6333333333333,-0.266666666666662,10.6,0.0251572327044021
"Plecotus mexicanus|Plecotus townsendii","Plecotus",5825,5824,8.8,8.93475409836065,0.134754098360654,5.3,0.0254253015774819
"Glossophaga soricina","Glossophaga soricina",2434,5919,10,10.2068965517241,0.206896551724139,8,0.0258620689655173
"Neusticomys peruviensis","Neusticomys peruviensis",531,3577,40,39.75,-0.249999999999993,9.6,0.0260416666666659
"Neusticomys monticolus","Neusticomys monticolus",528,3577,39.5,39.75,0.250000000000007,9.6,0.0260416666666674
"Molossus sinaloae","Molossus sinaloae",2525,5641,22.6,21.4276227678571,-1.17237723214286,44.7,0.0262276785714286
"Reithrodontomys gracilis","Reithrodontomys gracilis",610,3654,12.3,12.6,0.299999999999997,11.4,0.026315789473684
"Reithrodontomys brevirostris","Reithrodontomys brevirostris",608,3654,12.9,12.6,-0.300000000000002,11.4,0.0263157894736844
"Myotis nigricans","Myotis nigricans",2746,5715,4.2,3.93333333333333,-0.266666666666667,10,0.0266666666666667
"Pipistrellus babu","Pipistrellus babu",2662,5842,4.8,5.05,0.25,9.1,0.0274725274725275
"Pipistrellus javanicus","Pipistrellus javanicus",2663,5842,5.3,5.05,-0.25,9.1,0.0274725274725275
"Petromyscus monticularis","Petromyscus monticularis",787,4031,20.7,20.35,-0.349999999999998,12.7,0.0275590551181101
"Petromyscus collinus","Petromyscus collinus",786,4031,20,20.35,0.350000000000001,12.7,0.0275590551181104
"Chalinolobus argentatus","Chalinolobus argentatus",2624,5793,9.1,8.9,-0.199999999999999,7.1,0.0281690140845069
"Sorex dispar","Sorex dispar",2866,6113,5,5.43333333333333,0.433333333333333,15.3,0.0283224400871459
"Micronycteris megalotis","Micronycteris megalotis",2401,5887,6.3,6.66422764227642,0.364227642276423,12.8,0.0284552845528455
"Rhinolophus cornutus","Rhinolophus cornutus",2293,5535,7.2,7.78475868112103,0.584758681121027,20.5,0.0285248137132208
"Emballonura raffrayana","Emballonura raffrayana",2254,5497,5.6,6.52767732962448,0.927677329624479,31.7,0.0292642690733274
"Hipposideros galeritus","Hipposideros galeritus",2346,5613,9,8.3,-0.699999999999999,23.9,0.0292887029288703
"Hipposideros bicolor","Hipposideros bicolor",2342,5613,7.6,8.3,0.700000000000001,23.9,0.0292887029288703
"Rhinolophus blasii","Rhinolophus blasii",2299,5561,9.7,9.8,0.0999999999999996,3.4,0.0294117647058822
"Rhinolophus thomasi","Rhinolophus thomasi",2328,5566,8.3,8.4,0.100000000000001,3.4,0.0294117647058828
"Meriones libycus","Meriones libycus",720,3286,91.3,90.95,-0.349999999999994,11.8,0.0296610169491521
"Meriones shawi","Meriones shawi",721,3286,90.6,90.95,0.350000000000009,11.8,0.0296610169491533
"Perognathus inornatus","Perognathus inornatus",814,4064,10.9,11.3666666666667,0.466666666666665,15.7,0.0297239915074309
"Antechinus minimus","Antechinus minimus",3102,6348,53.5,53.25,-0.249999999999993,8.4,0.0297619047619039
"Miniopterus australis","Miniopterus australis",2556,5672,7.3,7.63333333333333,0.333333333333334,11.2,0.0297619047619048
"Antechinus swainsonii","Antechinus swainsonii",3103,6348,53,53.25,0.250000000000007,8.4,0.0297619047619056
"Myotis elegans","Myotis elegans",2743,5716,4.1,3.8,-0.3,10,0.03
"Myotis nesopolus","Myotis nesopolus",2745,5716,3.5,3.8,0.3,10,0.03
"Chironectes minimus|Didelphis albiventris|Didelphis aurita|Didelphis marsupialis|Didelphis virginiana|Philander andersoni|Philander opossum|Lutreolina crassicaudata|Metachirus nudicaudatus|Gracilinanus agilis|Gracilinanus microtarsus|Gracilinanus emiliae|Gracilinanus marica|Gracilinanus aceramarcae|Gracilinanus dryas|Marmosops noctivagus|Marmosops cracens|Marmosops fuscatus|Marmosops parvidens|Marmosops dorothea|Marmosops impavidus|Marmosops incanus|Marmosops handleyi|Marmosops invictus|Lestodelphys halli|Thylamys elegans|Thylamys pallidior|Thylamys macrura|Thylamys pusilla|Marmosa mexicana|Marmosa xerophila|Marmosa lepida|Marmosa tyleriana|Micoureus constantiae|Micoureus alstoni|Micoureus regina|Micoureus demerarae|Marmosa andersoni|Marmosa canescens|Marmosa rubra|Marmosa robinsoni|Marmosa murina|Monodelphis theresa|Monodelphis dimidiata|Monodelphis rubida|Monodelphis sorex|Monodelphis domestica|Monodelphis adusta|Monodelphis brevicaudata|Monodelphis iheringi|Monodelphis americana|Monodelphis emiliae|Monodelphis osgoodi|Monodelphis scalops|Monodelphis unistriata|Monodelphis kunsi","Didelphinae",6419,6414,201.031052290234,201.142911665095,0.111859374861325,3.7,0.0302322634760338
"Chaerephon plicata","Chaerephon plicata",2540,5656,20,20.65,0.649999999999999,21.4,0.0303738317757009
"Chaerephon jobensis","Chaerephon jobensis",2537,5656,21.3,20.65,-0.650000000000002,21.4,0.030373831775701
"Sturnira bidens|Sturnira aratathomasi|Sturnira lilium|Sturnira bogotensis|Sturnira erythromos|Sturnira ludovici|Sturnira tildae","Sturnira",5936,5935,22.3926957213834,22.4633942874314,0.0706985660480122,2.3,0.0307385069773966
"Micronycteris minuta|Micronycteris schmidtorum","Micronycteris",5888,5887,7,6.66422764227642,-0.335772357723577,10.8,0.0310900331225535
"Tatera afra","Tatera afra",748,3294,97,96.5,-0.499999999999986,15.6,0.0320512820512811
"Tatera robusta","Tatera robusta",754,3294,96,96.5,0.500000000000014,15.6,0.032051282051283
"Platyrrhinus helleri","Platyrrhinus helleri",2496,5978,13.5,13.8,0.299999999999999,9.3,0.0322580645161289
"Platyrrhinus brachycephalus","Platyrrhinus brachycephalus",2494,5978,14.1,13.8,-0.300000000000001,9.3,0.0322580645161291
"Calomys sorellus","Calomys sorellus",390,3354,20,20.3166666666667,0.31666666666667,9.6,0.0329861111111115
"Emballonura semicaudata","Emballonura semicaudata",2255,5502,6.3,5.25,-1.05,31.7,0.0331230283911672
"Emballonura beccarii","Emballonura beccarii",2253,5502,4.2,5.25,1.05,31.7,0.0331230283911672
"Craseonycteris thonglongyai|Rhinopoma muscatellum|Rhinopoma microphyllum|Rhinopoma hardwickei|Lavia frons|Cardioderma cor|Macroderma gigas|Megaderma lyra|Megaderma spasma|Nycteris grandis|Nycteris hispida|Nycteris gambiensis|Nycteris thebaica|Nycteris macrotis|Nycteris woodi|Nycteris arge|Nycteris nana|Nycteris javanica|Nycteris tragata|Rhinolophus pusillus|Rhinolophus lepidus|Rhinolophus macrotis|Rhinolophus eloquens|Rhinolophus malayanus|Rhinolophus coelophyllus|Rhinolophus fumigatus|Rhinolophus hildebrandti|Rhinolophus acuminatus|Rhinolophus ferrumequinum|Rhinolophus denti|Rhinolophus luctus|Rhinolophus affinis|Rhinolophus darlingi|Rhinolophus sedulus|Rhinolophus philippinensis|Rhinolophus mehelyi|Rhinolophus euryale|Rhinolophus landeri|Rhinolophus simplex|Rhinolophus alcyone|Rhinolophus marshalli|Rhinolophus inops|Rhinolophus blasii|Rhinolophus megaphyllus|Rhinolophus shameli|Rhinolophus trifoliatus|Rhinolophus capensis|Rhinolophus thomasi|Rhinolophus simulator|Rhinolophus arcuatus|Rhinolophus rufus|Rhinolophus euryotis|Rhinolophus maclaudi|Rhinolophus swinnyi|Rhinolophus virgo|Rhinolophus robinsoni|Rhinolophus clivosus|Rhinolophus stheno|Rhinolophus paradoxolophus|Rhinolophus yunanensis|Rhinolophus hipposideros|Rhinolophus cornutus|Coelops frithi|Coelops robinsoni|Rhinonicteris aurantia|Triaenops persicus|Aselliscus tricuspidatus|Hipposideros ater|Cloeotis percivali|Aselliscus stoliczkanus|Hipposideros ruber|Hipposideros speoris|Hipposideros beatus|Hipposideros cineraceus|Hipposideros lankadiva|Hipposideros lekaguli|Hipposideros armiger|Hipposideros larvatus|Hipposideros turpis|Hipposideros lylei|Asellia tridens|Hipposideros cyclops|Hipposideros semoni|Hipposideros stenotis|Hipposideros wollastoni|Hipposideros corynophyllus|Hipposideros commersoni|Hipposideros diadema|Hipposideros cervinus|Hipposideros obscurus|Hipposideros fulvus|Hipposideros pygmaeus|Hipposideros sabanus|Hipposideros pomona|Hipposideros calcaratus|Hipposideros bicolor|Hipposideros galeritus|Hipposideros jonesi|Hipposideros maggietaylorae|Hipposideros caffer|Hipposideros ridleyi|Hipposideros halophyllus","Failed taxon resolution",5515,5479,20.3985375719788,20.1703993465519,-0.228138225426957,6.8,0.033549739033376
"Crocidura littoralis","Crocidura littoralis",2796,6040,16,15.575,-0.424999999999999,12.6,0.0337301587301586
"Thomasomys paramorum","Thomasomys paramorum",296,3382,77,76.75,-0.25,7.3,0.0342465753424658
"Thomasomys vestitus","Thomasomys vestitus",302,3382,76.5,76.75,0.25,7.3,0.0342465753424658
"Elephantulus rozeti","Elephantulus rozeti",2975,6210,48,48.8566935562609,0.856693556260922,24.9,0.0344053637052579
"Saccolaimus saccolaimus","Saccolaimus saccolaimus",2239,5483,43.7,44.35,0.649999999999991,18.8,0.0345744680851059
"Saccolaimus flaviventris","Saccolaimus flaviventris",2238,5483,45,44.35,-0.650000000000006,18.8,0.0345744680851067
"Sorex arcticus","Sorex arcticus",2851,6099,8.2,8.50619492515129,0.30619492515129,8.7,0.0351948189829069
"Mus booduga","Mus booduga",197,3820,12.5,12.65,0.15,4.2,0.0357142857142858
"Mus spretus","Mus spretus",199,3820,12.8,12.65,-0.15,4.2,0.0357142857142858
"Oryzorictes talpoides","Oryzorictes talpoides",2948,6190,35,35.8333333333333,0.833333333333336,22.5,0.0370370370370371
"Pipistrellus eisentrauti","Pipistrellus eisentrauti",2570,5827,6,7.05575968029291,1.05575968029291,27.8,0.037976966917011
"Lasionycteris noctivagans","Lasionycteris noctivagans",2560,5798,10.5,11.5666666666667,1.06666666666667,27.8,0.0383693045563549
"Octodon bridgesi|Octodon degus|Octodon lunatus","Octodon",4142,4141,197.666666666667,199.67365386259,2.00698719592319,51.7,0.0388198683930984
"Sminthopsis youngsoni","Sminthopsis youngsoni",3139,6386,10.1,10.55,0.449999999999999,11.5,0.0391304347826086
"Sminthopsis ooldea","Sminthopsis ooldea",3138,6386,11,10.55,-0.450000000000001,11.5,0.0391304347826088
"Sorex cinereus","Sorex cinereus",2859,6115,4.7,4.1,-0.600000000000001,15.3,0.0392156862745098
"Aethalops alecto","Aethalops alecto",2125,5373,15,15.5108647450111,0.510864745011085,12.8,0.0399113082039911
"Nyctophilus arnhemensis","Nyctophilus arnhemensis",2630,5755,6.7,7,0.3,7.5,0.04
"Nyctophilus geoffroyi","Nyctophilus geoffroyi",2631,5755,7.3,7,-0.3,7.5,0.04
"Coelops frithi","Coelops frithi",2335,5578,7.4,6.95,-0.449999999999999,11.2,0.0401785714285714
"Coelops robinsoni","Coelops robinsoni",2336,5578,6.5,6.95,0.450000000000001,11.2,0.0401785714285715
"Cryptotis goodwini","Cryptotis goodwini",2881,6125,7,6,-0.999999999999999,24.6,0.040650406504065
"Baiomys musculus","Baiomys musculus",552,3597,9,8.5,-0.5,12.3,0.040650406504065
"Baiomys taylori","Baiomys taylori",553,3597,8,8.5,0.5,12.3,0.040650406504065
"Cryptotis parva","Cryptotis parva",2885,6125,5,6,1,24.6,0.0406504065040651
"Rhinolophus pusillus|Rhinolophus lepidus|Rhinolophus macrotis|Rhinolophus eloquens|Rhinolophus malayanus|Rhinolophus coelophyllus|Rhinolophus fumigatus|Rhinolophus hildebrandti|Rhinolophus acuminatus|Rhinolophus ferrumequinum|Rhinolophus denti|Rhinolophus luctus|Rhinolophus affinis|Rhinolophus darlingi|Rhinolophus sedulus|Rhinolophus philippinensis|Rhinolophus mehelyi|Rhinolophus euryale|Rhinolophus landeri|Rhinolophus simplex|Rhinolophus alcyone|Rhinolophus marshalli|Rhinolophus inops|Rhinolophus blasii|Rhinolophus megaphyllus|Rhinolophus shameli|Rhinolophus trifoliatus|Rhinolophus capensis|Rhinolophus thomasi|Rhinolophus simulator|Rhinolophus arcuatus|Rhinolophus rufus|Rhinolophus euryotis|Rhinolophus maclaudi|Rhinolophus swinnyi|Rhinolophus virgo|Rhinolophus robinsoni|Rhinolophus clivosus|Rhinolophus stheno|Rhinolophus paradoxolophus|Rhinolophus yunanensis|Rhinolophus hipposideros|Rhinolophus cornutus","Rhinolophus",5535,5534,7.78475868112103,8.92175393522549,1.13699525410447,27.9,0.0407525180682605
"Diclidurus scutatus|Diclidurus albus","Diclidurus",5507,5506,14.45,14.282892906815,-0.167107093184979,4.1,0.0407578276060925
"Peromyscus ochraventer","Peromyscus ochraventer",591,3636,40,39.5,-0.5,12.2,0.0409836065573771
"Peromyscus pectoralis","Peromyscus pectoralis",592,3636,39,39.5,0.5,12.2,0.0409836065573771
"Vampyressa bidens","Vampyressa bidens",2489,5966,11.6,12.0662621359223,0.46626213592233,11.3,0.0412621359223301
"Furipterus horrens|Natalus stramineus|Natalus tumidirostris|Natalus tumidifrons","Microchiroptera",5985,5983,4.07755697232773,3.96336166298926,-0.114195309338465,2.7,0.0422945590142463
"Reithrodontomys burti","Reithrodontomys burti",618,3665,20,19.5,-0.5,11.8,0.0423728813559322
"Reithrodontomys chrysopsis","Reithrodontomys chrysopsis",619,3665,19,19.5,0.5,11.8,0.0423728813559322
"Rattus argentiventer","Rattus argentiventer",258,3795,132.5,132.75,0.25,5.8,0.0431034482758621
"Eptesicus regulus","Eptesicus regulus",2604,5689,5.1,4.63333333333333,-0.466666666666666,10.7,0.043613707165109
"Marmosa canescens","Marmosa canescens",3212,6459,60,61.5,1.5,34.3,0.043731778425656
"Marmosa rubra","Marmosa rubra",3217,6459,63,61.5,-1.5,34.3,0.043731778425656
"Pipistrellus circumdatus","Pipistrellus circumdatus",2580,5800,10.4,9.18205551354626,-1.21794448645374,27.8,0.0438109527501346
"Uroderma bilobatum","Uroderma bilobatum",2490,5974,16.6,16.75,0.149999999999999,3.4,0.0441176470588231
"Uroderma magnirostrum","Uroderma magnirostrum",2491,5974,16.9,16.75,-0.149999999999999,3.4,0.0441176470588231
"Pipistrellus crassulus","Pipistrellus crassulus",2577,5696,6.1,6.5,0.4,9,0.0444444444444445
"Pipistrellus rueppelli","Pipistrellus rueppelli",2579,5696,6.9,6.5,-0.4,9,0.0444444444444445
"Sorex samniticus|Sorex arcticus|Sorex coronatus|Sorex araneus|Sorex granarius","Sorex",6098,6097,8.42982572978587,8.19849647273811,-0.231329257047758,5.2,0.0444863955861073
"Sorex coronatus|Sorex araneus|Sorex granarius","Sorex",6100,6099,8.73467741935484,8.50619492515129,-0.228482494203549,5,0.0456964988407098
"Nycteris grandis|Nycteris hispida|Nycteris gambiensis|Nycteris thebaica|Nycteris macrotis|Nycteris woodi|Nycteris arge|Nycteris nana|Nycteris javanica|Nycteris tragata","Nycteris",5525,5524,12.5271903052065,10.1170397576416,-2.41015054756488,51.9,0.0464383535176277
"Mormopterus beccarii|Mormopterus norfolkensis|Mormopterus planiceps","Mormopterus",5664,5663,10.5666666666667,11.6852932050884,1.11862653842176,23.4,0.0478045529240068
"Marmosa mexicana","Marmosa mexicana",3214,6451,49.5,47.85,-1.65,34.3,0.0481049562682215
"Marmosa xerophila","Marmosa xerophila",3219,6451,46.2,47.85,1.65,34.3,0.0481049562682215
"Pectinator spekei|Massoutiera mzabi|Ctenodactylus gundi|Ctenodactylus vali|Felovia vae","Failed taxon resolution",4144,4141,201.242449610406,199.67365386259,-1.56879574781647,32.6,0.0481225689514253
"Euneomys fossor","Euneomys fossor",403,3327,83,82.6666666666667,-0.333333333333343,6.9,0.0483091787439627
"Pipistrellus coromandra","Pipistrellus coromandra",2659,5840,4.6,4.2,-0.399999999999999,8.2,0.048780487804878
"Peromyscus furvus","Peromyscus furvus",574,3625,33,33.6,0.600000000000001,12.2,0.0491803278688526
"Mormopterus petrophilus","Mormopterus petrophilus",2511,5666,13.9,12.7,-1.2,24.3,0.0493827160493827
"Mormopterus jugularis","Mormopterus jugularis",2512,5666,11.5,12.7,1.2,24.3,0.0493827160493828
"Thyroptera discifera","Thyroptera discifera",2375,5984,3.1,3.75,0.65,13.1,0.049618320610687
"Thyroptera tricolor","Thyroptera tricolor",2376,5984,4.4,3.75,-0.65,13.1,0.0496183206106871
"Myotis austroriparius","Myotis austroriparius",2698,5737,6.8,6.15,-0.649999999999999,12.9,0.0503875968992248
"Myotis oxyotus","Myotis oxyotus",2705,5737,5.5,6.15,0.65,12.9,0.0503875968992248
"Lonchophylla mordax","Lonchophylla mordax",2426,5911,10.7,10.2,-0.5,9.9,0.0505050505050505
"Sminthopsis gilberti","Sminthopsis gilberti",3134,6381,19.5,19.025,-0.475000000000001,9.4,0.0505319148936172
"Pipistrellus kuhlii","Pipistrellus kuhlii",2655,5836,5.9,5.25,-0.65,12.8,0.05078125
"Pipistrellus rusticus","Pipistrellus rusticus",2656,5836,4.6,5.25,0.65,12.8,0.05078125
"Antechinus flavipes","Antechinus flavipes",3098,6347,45,44.75,-0.249999999999993,4.9,0.0510204081632639
"Antechinus bellus","Antechinus bellus",3097,6347,44.5,44.75,0.250000000000007,4.9,0.0510204081632668
"Myotis ridleyi","Myotis ridleyi",2741,5720,4,3.65,-0.35,6.8,0.0514705882352941
"Myotis rosseti","Myotis rosseti",2742,5720,3.3,3.65,0.350000000000001,6.8,0.0514705882352942
"Vampyressa melissa|Vampyressa pusilla","Vampyressa",5967,5966,12.45,12.0662621359223,-0.38373786407767,7.3,0.0525668306955712
"Wilfredomys oenax|Wilfredomys pictipes","Wilfredomys",3562,3474,34.85,35.6441570132373,0.794157013237275,15.1,0.0525931796845877
"Dremomys pernyi","Dremomys pernyi",1265,4516,198.6,199.3,0.699999999999989,13.3,0.0526315789473676
"Laephotis botswanae","Laephotis botswanae",2591,5831,7.2,6.6,-0.6,11.4,0.0526315789473684
"Laephotis wintoni","Laephotis wintoni",2592,5831,6,6.6,0.600000000000001,11.4,0.0526315789473685
"Dremomys rufigenis","Dremomys rufigenis",1262,4516,200,199.3,-0.700000000000017,13.3,0.0526315789473697
"Cormura brevirostris","Cormura brevirostris",2265,5509,9.2,7.27038877629864,-1.92961122370136,36.5,0.0528660609233249
"Sorex preblei|Sorex tenellus|Sorex monticolus|Sorex vagrans|Sorex pacificus|Sorex nanus|Sorex dispar|Sorex fumeus|Sorex longirostris|Sorex cinereus|Sorex ornatus|Sorex hoyi|Sorex bairdii|Sorex palustris|Sorex bendirii","Sorex",6104,6095,5.62069011576135,6.1501002828644,0.529410167103042,10,0.0529410167103042
"Rhipidomys nitela","Rhipidomys nitela",508,3430,89,89.5,0.499999999999986,9.4,0.0531914893617006
"Rhipidomys venezuelae","Rhipidomys venezuelae",510,3430,90,89.5,-0.500000000000014,9.4,0.0531914893617036
"Myosorex varius","Myosorex varius",2833,6021,11.4,10.4,-0.999999999999998,18.7,0.0534759358288769
"Myosorex geata","Myosorex geata",2832,6021,9.4,10.4,1,18.7,0.0534759358288771
"Myotis riparius","Myotis riparius",2711,5740,5.6,5.3,-0.299999999999999,5.6,0.0535714285714284
"Myotis ruber","Myotis ruber",2712,5740,5,5.3,0.300000000000001,5.6,0.0535714285714287
"Dendromus lovati","Dendromus lovati",788,3940,12,10.78,-1.22,22.7,0.0537444933920706
"Mops congicus","Mops congicus",2545,5662,43,44.1,1.1,20.4,0.0539215686274511
"Mops midas","Mops midas",2547,5662,45.2,44.1,-1.1,20.4,0.0539215686274511
"Taphozous kapalgensis","Taphozous kapalgensis",2245,5489,26,26.85,0.849999999999998,15.7,0.0541401273885349
"Taphozous georgianus","Taphozous georgianus",2244,5489,27.7,26.85,-0.850000000000001,15.7,0.0541401273885351
"Nycticeius schlieffeni|Nycticeius balstoni|Nycticeius greyii|Nycticeius sanborni","Nycticeius",5801,5800,8.28485349534723,9.18205551354626,0.897202018199032,16.4,0.0547074401340873
"Sorex vagrans","Sorex vagrans",2872,6110,4.4,4.85,0.449999999999999,8.2,0.0548780487804877
"Sorex monticolus","Sorex monticolus",2871,6110,5.3,4.85,-0.45,8.2,0.0548780487804878
"Nyctophilus timoriensis|Nyctophilus gouldi|Nyctophilus walkeri|Nyctophilus microtis|Nyctophilus arnhemensis|Nyctophilus geoffroyi","Nyctophilus",5751,5693,7.85,8.98624821446114,1.13624821446114,20.3,0.0559728184463616
"Eptesicus douglasorum","Eptesicus douglasorum",2601,5690,5,4.4,-0.6,10.7,0.0560747663551402
"Eptesicus vulturnus","Eptesicus vulturnus",2605,5690,3.8,4.4,0.600000000000001,10.7,0.0560747663551402
"Tadarida fulminans|Tadarida teniotis","Tadarida",5631,5630,31.15,31.3969793322735,0.246979332273451,4.4,0.0561316664257843
"Hipposideros diadema","Hipposideros diadema",2363,5598,43.8,42.7598680832652,-1.04013191673477,18.5,0.0562233468505282
"Gerbillus nigeriae","Gerbillus nigeriae",741,3300,29.7,28.3,-1.4,24.9,0.0562248995983935
"Gerbillus andersoni","Gerbillus andersoni",733,3300,26.9,28.3,1.4,24.9,0.0562248995983937
"Pteropus niger","Pteropus niger",2231,5450,456.3,456.65,0.349999999999966,6.2,0.0564516129032203
